date,price, market_cap ,total_volume,rainbow_indicator
28/10/2015,303.64,"4,486,177,628.60","387,209,571",BUY!
29/10/2015,313.91,"4,639,133,966.83","543,163,761",BUY!
30/10/2015,325.8,"4,816,269,544.72","843,340,993",BUY!
31/10/2015,312.28,"4,617,510,889.91","321,997,492",BUY!
01/11/2015,325,"4,806,796,483.20","582,434,357",BUY!
02/11/2015,350.77,"5,189,223,756.42","636,690,229",BUY!
03/11/2015,398.24,"5,893,149,469.89","987,283,928",BUY!
04/11/2015,404.36,"5,985,308,848.63","984,425,382",Accumulate
05/11/2015,387.47,"5,736,789,622.45","913,505,445",BUY!
06/11/2015,372.83,"5,521,254,799.20","770,242,854",BUY!
07/11/2015,387.06,"5,733,490,750.50","462,741,972",BUY!
08/11/2015,371.5,"5,504,396,533.20","264,157,490",BUY!
09/11/2015,380.64,"5,641,277,305.40","420,137,368",BUY!
10/11/2015,336.87,"4,993,780,086.52","620,473,336",BUY!
11/11/2015,305.98,"4,537,161,821.45","572,707,253",BUY!
12/11/2015,337.96,"5,012,582,355.50","546,923,067",BUY!
13/11/2015,337.37,"5,005,284,729.20","414,918,018",BUY!
14/11/2015,331.5,"4,919,391,964.75","131,135,196",BUY!
15/11/2015,320.48,"4,757,160,338.70","237,800,139",BUY!
16/11/2015,331.35,"4,919,473,733.63","239,442,893",BUY!
17/11/2015,335.11,"4,976,968,038.70","236,625,919",BUY!
18/11/2015,335.45,"4,983,266,453.20","185,981,663",BUY!
19/11/2015,325.57,"4,837,533,520.00","206,391,901",BUY!
20/11/2015,321.42,"4,777,269,083.55","123,560,944",Fire sale!
21/11/2015,325.16,"4,834,317,690.45","199,949,522",BUY!
22/11/2015,323.4,"4,809,449,591.25","167,053,005",BUY!
23/11/2015,322.83,"4,802,404,204.00","188,739,479",BUY!
24/11/2015,319.98,"4,761,183,526.82","103,800,162",Fire sale!
25/11/2015,328.17,"4,884,311,515.72","714,595,230",BUY!
26/11/2015,356.25,"5,303,722,123.25","1,237,550,808",BUY!
27/11/2015,359.01,"5,346,023,825.73","895,711,316",BUY!
28/11/2015,356.21,"5,305,804,455.90","667,783,122",BUY!
29/11/2015,371.49,"5,534,688,265.60","921,927,632",BUY!
30/11/2015,378.27,"5,637,217,098.63","1,299,027,009",BUY!
01/12/2015,363.45,"5,417,967,322.50","523,072,118",BUY!
02/12/2015,358.82,"5,350,373,990.50","1,153,668,372",BUY!
03/12/2015,360.95,"5,383,466,480.70","1,149,814,390",BUY!
04/12/2015,362.77,"5,411,894,143.62","1,039,912,870",BUY!
05/12/2015,390.65,"5,829,507,439.88","1,426,331,736",BUY!
06/12/2015,394.01,"5,881,283,993.70","1,512,626,610",BUY!
07/12/2015,394.36,"5,887,868,033.13","1,282,263,557",BUY!
08/12/2015,412.93,"6,167,016,640.75","954,462,002",BUY!
09/12/2015,417.37,"6,235,070,986.20","1,528,970,868",BUY!
10/12/2015,416.91,"6,230,407,267.50","1,275,837,073",BUY!
11/12/2015,452.41,"6,762,812,523.75","1,623,480,958",BUY!
12/12/2015,434.9,"6,502,593,547.98","1,745,413,357",BUY!
13/12/2015,435.82,"6,517,994,663.13","1,484,344,616",BUY!
14/12/2015,443.28,"6,631,778,541.60","1,497,157,324",BUY!
15/12/2015,465,"6,958,907,659.57","1,555,251,795",BUY!
16/12/2015,453.91,"6,794,808,883.75","896,686,370",BUY!
17/12/2015,456.47,"6,834,975,641.85","1,302,614,351",BUY!
18/12/2015,463.82,"6,946,908,498.60","1,135,226,734",BUY!
19/12/2015,462.05,"6,922,223,916.85","556,941,127",BUY!
20/12/2015,441.13,"6,610,549,657.72","1,175,787,491",BUY!
21/12/2015,437.81,"6,562,505,169.83","1,416,880,180",BUY!
22/12/2015,436.24,"6,540,512,246.93","1,296,402,582",BUY!
23/12/2015,442.82,"6,640,942,254.90","955,949,148",BUY!
24/12/2015,454.91,"6,823,821,080.83","1,418,671,442",BUY!
25/12/2015,455.74,"6,838,203,626.10","1,058,738,142",BUY!
26/12/2015,417.09,"6,260,008,700.40","1,725,069,506",BUY!
27/12/2015,423.93,"6,364,767,557.50","1,378,749,291",BUY!
28/12/2015,420.71,"6,318,056,013.90","1,310,931,885",BUY!
29/12/2015,432.15,"6,491,698,545.65","1,176,234,727",BUY!
30/12/2015,426.81,"6,413,208,734.63","1,227,648,166",BUY!
31/12/2015,431.14,"6,479,728,151.18","1,310,033,275",BUY!
01/01/2016,434.43,"6,530,621,623.57","1,338,781,511",BUY!
02/01/2016,434.33,"6,530,688,608.25","769,869,068",BUY!
03/01/2016,430.2,"6,470,199,429.90","984,185,980",BUY!
04/01/2016,433.53,"6,522,334,778.05","1,021,957,723",BUY!
05/01/2016,432.12,"6,502,628,563.13","758,209,346",BUY!
06/01/2016,431.34,"6,492,499,350.98","833,341,869",BUY!
07/01/2016,456.43,"6,870,164,692.05","1,637,948,558",BUY!
08/01/2016,454.7,"6,847,658,073.56","1,501,742,594",BUY!
09/01/2016,448.71,"6,759,240,198.75","1,085,553,694",BUY!
10/01/2016,447.21,"6,738,604,517.40","1,361,099,090",BUY!
11/01/2016,448.35,"6,757,695,467.60","1,182,725,806",BUY!
12/01/2016,445.79,"6,721,027,667.20","888,588,585",BUY!
13/01/2016,432.12,"6,516,499,236.00","1,584,488,641",BUY!
14/01/2016,429.24,"6,474,583,370.17","1,266,295,629",BUY!
15/01/2016,365.91,"5,519,407,460.20","1,576,734,614",BUY!
16/01/2016,384.81,"5,806,905,132.60","1,710,583,688",BUY!
17/01/2016,386.36,"5,830,189,311.20","1,476,285,801",BUY!
18/01/2016,385.13,"5,814,809,590.70","1,357,696,059",BUY!
19/01/2016,379.02,"5,723,770,825.50","1,157,108,221",BUY!
20/01/2016,418.85,"6,326,929,406.40","1,674,254,290",BUY!
21/01/2016,407.82,"6,161,646,248.88","1,484,721,462",BUY!
22/01/2016,377.21,"5,700,897,323.25","1,626,853,796",BUY!
23/01/2016,389.64,"5,889,248,376.55","755,378,842",BUY!
24/01/2016,403.06,"6,094,932,220.80","1,458,284,444",BUY!
25/01/2016,392.33,"5,934,195,570.05","1,332,190,241",BUY!
26/01/2016,392.46,"5,937,437,389.80","1,231,352,757",BUY!
27/01/2016,394.49,"5,968,224,752.18","1,023,661,370",BUY!
28/01/2016,379.55,"5,745,544,310.40","1,144,817,696",BUY!
29/01/2016,378.91,"5,737,400,248.80","1,378,222,858",Fire sale!
30/01/2016,376.92,"5,709,052,772.55","926,767,404",Fire sale!
31/01/2016,364.35,"5,520,342,696.00","795,209,373",Fire sale!
01/02/2016,371.04,"5,623,172,735.13","1,028,395,381",Fire sale!
02/02/2016,372.87,"5,652,529,732.80","669,492,001",Fire sale!
03/02/2016,368.12,"5,582,278,351.50","701,511,711",Fire sale!
04/02/2016,388.38,"5,891,023,099.60","1,068,491,901",Fire sale!
05/02/2016,385.73,"5,852,736,452.33","1,099,201,402",Fire sale!
06/02/2016,374.9,"5,690,251,854.25","979,578,026",Fire sale!
07/02/2016,375.52,"5,701,239,912.88","551,083,227",Fire sale!
08/02/2016,371.14,"5,636,117,688.00","542,257,471",Fire sale!
09/02/2016,373.91,"5,679,902,055.40","465,479,007",Fire sale!
10/02/2016,379.83,"5,771,368,714.85","814,090,888",Fire sale!
11/02/2016,377.06,"5,730,998,806.50","503,979,335",Fire sale!
12/02/2016,382.72,"5,818,750,496.00","658,159,245",Fire sale!
13/02/2016,390.42,"5,937,412,022.40","740,171,995",Fire sale!
14/02/2016,404.14,"6,147,686,974.00","1,319,015,073",Fire sale!
15/02/2016,399.38,"6,076,721,221.08","1,388,195,100",Fire sale!
16/02/2016,407.01,"6,194,279,970.37","1,111,797,900",Fire sale!
17/02/2016,416.85,"6,345,582,495.00","1,296,165,324",BUY!
18/02/2016,421.42,"6,417,045,471.75","1,445,224,879",BUY!
19/02/2016,419.38,"6,387,331,882.93","601,898,504",BUY!
20/02/2016,441.12,"6,720,209,556.00","1,385,245,440",BUY!
21/02/2016,438.65,"6,684,028,071.25","1,506,908,217",BUY!
22/02/2016,437.8,"6,672,478,907.47","1,166,708,341",BUY!
23/02/2016,420.3,"6,407,178,255.95","1,465,084,347",BUY!
24/02/2016,423.19,"6,452,416,826.40","1,457,408,416",BUY!
25/02/2016,423.14,"6,453,391,534.75","1,416,389,937",BUY!
26/02/2016,427.03,"6,514,156,583.40","58,325,278",BUY!
27/02/2016,432.14,"6,593,663,289.80","595,150,632",BUY!
28/02/2016,432.8,"6,605,163,875.28","546,124,186",BUY!
29/02/2016,436.92,"6,669,535,766.08","1,847,224,331",BUY!
01/03/2016,431.37,"6,586,086,153.80","2,515,777,834",BUY!
02/03/2016,424.49,"6,482,862,265.50","2,052,408,229",BUY!
03/03/2016,420.17,"6,418,406,144.70","2,737,847,218",BUY!
04/03/2016,409.41,"6,255,529,065.60","2,408,874,554",BUY!
05/03/2016,397.24,"6,071,173,237.35","2,766,255,767",Fire sale!
06/03/2016,404.91,"6,189,869,498.40","2,521,764,887",Fire sale!
07/03/2016,413.74,"6,326,260,439.50","2,361,080,396",Fire sale!
08/03/2016,411.88,"6,299,329,213.40","1,845,168,034",Fire sale!
09/03/2016,412.32,"6,307,800,373.65","1,705,210,743",Fire sale!
10/03/2016,416.29,"6,370,256,293.50","2,166,212,980",Fire sale!
11/03/2016,419.3,"6,417,916,283.70","2,440,375,017",Fire sale!
12/03/2016,410.8,"6,289,332,499.93","2,292,018,374",Fire sale!
13/03/2016,412.49,"6,316,587,496.87","1,845,648,236",Fire sale!
14/03/2016,414.59,"6,350,177,715.75","1,803,876,534",Fire sale!
15/03/2016,415.64,"6,367,983,805.88","2,111,129,338",Fire sale!
16/03/2016,416.54,"6,383,495,145.60","1,895,643,174",Fire sale!
17/03/2016,418.4,"6,413,413,020.00","1,743,173,853",Fire sale!
18/03/2016,408.28,"6,259,667,304.00","2,438,769,296",Fire sale!
19/03/2016,406.74,"6,237,403,575.85","1,764,836,350",Fire sale!
20/03/2016,411.88,"6,317,806,512.75","1,440,329,762",Fire sale!
21/03/2016,411.09,"6,307,102,003.85","2,250,456,010",Fire sale!
22/03/2016,416.36,"6,389,481,378.00","2,041,042,450",Fire sale!
23/03/2016,418.08,"6,417,382,984.80","1,985,257,305",Fire sale!
24/03/2016,414.88,"6,369,854,280.12","2,021,330,255",Fire sale!
25/03/2016,415.74,"6,384,534,070.28","1,933,831,282",Fire sale!
26/03/2016,416.71,"6,401,148,697.12","1,604,214,632",Fire sale!
27/03/2016,425.35,"6,535,264,076.78","2,326,287,424",Fire sale!
28/03/2016,422.76,"6,497,115,017.10","2,155,194,926",Fire sale!
29/03/2016,415.55,"6,388,027,423.53","2,681,866,389",Fire sale!
30/03/2016,412.6,"6,344,204,936.18","2,387,281,658",Fire sale!
31/03/2016,415.37,"6,388,090,244.55","1,432,304,099",Fire sale!
01/04/2016,416.75,"6,410,999,713.95","447,338,223",Fire sale!
02/04/2016,419.67,"6,457,346,880.75","633,704,454",Fire sale!
03/04/2016,418.19,"6,435,354,873.38","429,476,810",Fire sale!
04/04/2016,419.44,"6,456,959,980.95","525,611,740",Fire sale!
05/04/2016,422.65,"6,508,054,061.93","541,558,101",Fire sale!
06/04/2016,421.66,"6,494,387,877.60","527,136,258",Fire sale!
07/04/2016,421.08,"6,486,917,898.70","593,936,633",Fire sale!
08/04/2016,418.47,"6,448,380,946.35","727,873,661",Fire sale!
09/04/2016,416.15,"6,413,012,926.13","791,269,617",Fire sale!
10/04/2016,421.13,"6,492,839,084.15","484,836,964",Fire sale!
11/04/2016,422.58,"6,516,847,462.20","710,470,937",Fire sale!
12/04/2016,426.18,"6,573,884,543.10","1,182,165,394",Fire sale!
13/04/2016,424.27,"6,546,120,648.08","785,800,596",Fire sale!
14/04/2016,424.93,"6,558,071,165.70","616,490,738",Fire sale!
15/04/2016,429.97,"6,637,309,897.95","841,700,527",Fire sale!
16/04/2016,430.94,"6,653,836,775.25","743,886,907",Fire sale!
17/04/2016,428.03,"6,610,502,491.38","528,907,575",Fire sale!
18/04/2016,428.51,"6,619,389,285.60","549,297,574",Fire sale!
19/04/2016,436.37,"6,742,483,781.00","674,540,887",Fire sale!
20/04/2016,441.92,"6,830,010,642.20","1,101,674,781",Fire sale!
21/04/2016,451.08,"6,973,348,482.38","1,340,299,673",Fire sale!
22/04/2016,447.49,"6,919,439,820.80","1,244,399,315",Fire sale!
23/04/2016,451.82,"6,987,975,324.30","835,075,483",Fire sale!
24/04/2016,459.92,"7,114,859,335.02","1,609,960,187",Fire sale!
25/04/2016,460.47,"7,123,685,299.60","1,607,304,204",Fire sale!
26/04/2016,467.86,"7,240,796,776.80","1,278,134,939",Fire sale!
27/04/2016,444.79,"6,885,300,360.83","1,344,104,894",Fire sale!
28/04/2016,449.38,"6,957,889,602.77","1,497,339,511",Fire sale!
29/04/2016,456.57,"7,070,940,369.35","683,291,625",Fire sale!
30/04/2016,447.9,"6,938,342,199.67","577,836,729",Fire sale!
01/05/2016,452.59,"7,012,822,521.60","394,606,186",Fire sale!
02/05/2016,444.49,"6,888,908,380.20","679,795,242",Fire sale!
03/05/2016,450.3,"6,980,741,977.50","460,396,814",Fire sale!
04/05/2016,447.12,"6,933,273,129.45","430,680,620",Fire sale!
05/05/2016,448.92,"6,962,982,234.90","547,921,246",Fire sale!
06/05/2016,461.62,"7,161,803,490.00","892,002,595",Fire sale!
07/05/2016,459.25,"7,126,736,757.20","418,352,341",Fire sale!
08/05/2016,459.28,"7,129,139,992.98","640,880,145",Fire sale!
09/05/2016,461.75,"7,169,395,601.23","892,533,004",Fire sale!
10/05/2016,450.33,"6,993,799,201.15","1,121,093,827",Fire sale!
11/05/2016,452.18,"7,024,148,586.00","672,525,014",Fire sale!
12/05/2016,454.73,"7,065,405,649.05","697,010,377",Fire sale!
13/05/2016,456.01,"7,086,941,589.10","489,812,072",Fire sale!
14/05/2016,455.5,"7,080,714,421.98","540,603,401",Fire sale!
15/05/2016,457.84,"7,118,621,364.88","514,727,784",Fire sale!
16/05/2016,454.89,"7,074,393,585.08","649,625,052",Fire sale!
17/05/2016,452.42,"7,037,627,799.90","456,208,619",Fire sale!
18/05/2016,453.37,"7,054,124,066.03","382,814,030",Fire sale!
19/05/2016,440.54,"6,855,767,039.27","626,926,268",Fire sale!
20/05/2016,441.89,"6,878,428,608.00","644,225,135",Fire sale!
21/05/2016,443.15,"6,899,543,980.47","382,669,886",Fire sale!
22/05/2016,438.68,"6,831,902,516.25","369,986,913",Fire sale!
23/05/2016,443.18,"6,903,990,658.13","378,979,422",Fire sale!
24/05/2016,445.77,"6,945,849,971.53","423,917,608",Fire sale!
25/05/2016,449.05,"6,998,825,287.12","593,928,755",Fire sale!
26/05/2016,453.73,"7,073,262,177.90","772,901,620",Fire sale!
27/05/2016,473.86,"7,388,724,420.00","1,609,915,744",Fire sale!
28/05/2016,528.55,"8,243,121,751.87","2,308,852,892",Fire sale!
29/05/2016,524.62,"8,182,390,025.20","2,265,760,455",BUY!
30/05/2016,534.22,"8,335,577,205.60","1,027,238,918",BUY!
31/05/2016,531.41,"8,293,336,919.63","976,889,071",BUY!
01/06/2016,539.17,"8,416,291,167.20","864,207,753",BUY!
02/06/2016,538.83,"8,413,013,019.60","655,601,896",BUY!
03/06/2016,570.44,"8,908,568,259.37","947,549,857",BUY!
04/06/2016,573.53,"8,958,404,429.25","1,014,758,654",BUY!
05/06/2016,574.48,"8,975,651,027.51","980,649,173",BUY!
06/06/2016,585.56,"9,151,383,511.05","850,291,007",BUY!
07/06/2016,577.91,"9,033,842,181.76","995,595,870",BUY!
08/06/2016,583.14,"9,117,713,569.92","625,927,308",BUY!
09/06/2016,577.61,"9,033,585,757.73","570,784,842",BUY!
10/06/2016,579.23,"9,060,944,979.94","574,507,838",BUY!
11/06/2016,597.75,"9,352,955,399.18","567,638,086",BUY!
12/06/2016,671.71,"10,512,767,357.04","2,134,843,167",BUY!
13/06/2016,704.29,"11,025,583,301.96","1,929,369,214",BUY!
14/06/2016,685.93,"10,740,428,205.86","1,295,617,504",BUY!
15/06/2016,693.23,"10,857,217,289.95","1,111,645,976",BUY!
16/06/2016,765.46,"11,991,494,582.52","2,295,279,423",BUY!
17/06/2016,749.42,"11,742,908,607.65","2,089,119,189",Accumulate
18/06/2016,756.8,"11,861,509,350.42","1,639,977,543",Accumulate
19/06/2016,764.05,"11,978,503,075.35","1,440,147,059",Accumulate
20/06/2016,734.16,"11,512,940,800.44","1,274,257,071",Accumulate
21/06/2016,665,"10,430,819,686.12","2,616,450,205",BUY!
22/06/2016,591.9,"9,286,122,276.00","2,116,429,838",BUY!
23/06/2016,623.21,"9,779,539,536.75","2,950,728,709",BUY!
24/06/2016,661.42,"10,381,264,326.28","2,819,565,197",BUY!
25/06/2016,666.06,"10,456,807,082.24","2,165,368,589",BUY!
26/06/2016,629.31,"9,882,102,246.55","1,973,414,930",BUY!
27/06/2016,648.3,"10,182,702,232.50","1,893,446,211",BUY!
28/06/2016,646.84,"10,162,291,635.80","1,557,753,995",BUY!
29/06/2016,637.44,"10,016,780,633.55","1,478,192,306",BUY!
30/06/2016,671.62,"10,556,309,174.40","1,557,452,115",BUY!
01/07/2016,677.71,"10,654,888,849.00","1,520,646,626",BUY!
02/07/2016,693.05,"10,897,332,418.60","1,369,565,986",BUY!
03/07/2016,664.75,"10,456,041,581.34","1,980,745,475",BUY!
04/07/2016,678.7,"10,678,148,801.86","1,647,219,063",BUY!
05/07/2016,667.53,"10,504,760,879.50","1,363,651,289",BUY!
06/07/2016,675.92,"10,639,167,835.70","1,193,299,158",BUY!
07/07/2016,638.62,"10,054,273,625.00","2,122,556,833",BUY!
08/07/2016,665.74,"10,483,645,176.39","1,407,424,927",BUY!
09/07/2016,653.87,"10,298,813,661.94","1,734,638,027",BUY!
10/07/2016,650.32,"10,244,077,501.14","1,043,956,725",BUY!
11/07/2016,649.07,"10,225,531,860.96","969,355,597",BUY!
12/07/2016,670.95,"10,571,303,711.86","1,085,661,832",BUY!
13/07/2016,658.15,"10,370,703,851.40","930,971,251",BUY!
14/07/2016,659.58,"10,394,281,928.74","907,126,119",BUY!
15/07/2016,665.69,"10,491,679,653.24","915,530,670",BUY!
16/07/2016,663.5,"10,458,476,976.56","583,921,220",BUY!
17/07/2016,678.39,"10,694,420,116.41","878,701,509",BUY!
18/07/2016,674.79,"10,638,777,020.12","951,136,968",BUY!
19/07/2016,674.56,"10,636,194,258.17","721,148,318",BUY!
20/07/2016,670.89,"10,579,131,342.28","718,486,386",BUY!
21/07/2016,665.36,"10,493,517,598.78","651,736,588",BUY!
22/07/2016,651.09,"10,269,410,781.96","744,993,482",BUY!
23/07/2016,655.42,"10,338,768,243.22","749,951,409",BUY!
24/07/2016,660.85,"10,425,364,936.56","628,152,932",BUY!
25/07/2016,654.52,"10,326,505,495.91","571,897,924",BUY!
26/07/2016,651.31,"10,276,898,043.72","704,328,936",BUY!
27/07/2016,655.62,"10,345,876,482.26","701,731,383",BUY!
28/07/2016,655.89,"10,351,218,168.47","590,272,473",BUY!
29/07/2016,657.34,"10,375,300,169.23","498,459,288",BUY!
30/07/2016,654.55,"10,332,176,091.14","381,261,251",BUY!
31/07/2016,623.75,"9,847,086,965.69","1,034,681,070",BUY!
01/08/2016,605.75,"9,564,059,424.40","1,099,193,369",BUY!
02/08/2016,517.13,"8,165,924,598.99","1,868,906,087",BUY!
03/08/2016,567.38,"8,960,483,430.83","2,497,221,231",Fire sale!
04/08/2016,576.6,"9,107,192,616.43","1,656,264,327",Fire sale!
05/08/2016,576.03,"9,099,338,658.92","730,357,921",Fire sale!
06/08/2016,587.63,"9,283,768,001.28","781,499,292",Fire sale!
07/08/2016,592.67,"9,364,319,558.91","1,119,146,427",Fire sale!
08/08/2016,590.71,"9,334,500,359.10","732,938,493",Fire sale!
09/08/2016,585.3,"9,249,860,835.69","764,158,462",Fire sale!
10/08/2016,592.27,"9,361,030,948.52","787,203,551",Fire sale!
11/08/2016,587.61,"9,288,488,901.62","332,761,749",Fire sale!
12/08/2016,586.53,"9,272,434,001.04","332,148,000",Fire sale!
13/08/2016,584.47,"9,241,013,898.48","528,917,330",Fire sale!
14/08/2016,570.74,"9,024,984,099.86","800,709,328",Fire sale!
15/08/2016,567.73,"8,978,508,769.86","689,576,137",Fire sale!
16/08/2016,578.22,"9,145,336,947.42","665,471,811",Fire sale!
17/08/2016,571.46,"9,039,235,990.70","509,828,615",Fire sale!
18/08/2016,572.27,"9,053,050,627.42","448,162,730",Fire sale!
19/08/2016,573.49,"9,073,411,771.82","404,401,761",Fire sale!
20/08/2016,581.95,"9,208,301,151.71","449,090,941",Fire sale!
21/08/2016,580.59,"9,187,908,144.20","397,848,571",Fire sale!
22/08/2016,585.22,"9,262,302,916.86","391,991,120",Fire sale!
23/08/2016,582,"9,212,472,965.77","602,216,569",Fire sale!
24/08/2016,577.89,"9,148,400,141.82","366,732,500",Fire sale!
25/08/2016,576.12,"9,121,223,051.84","401,309,291",Fire sale!
26/08/2016,578.1,"9,153,633,133.99","338,221,515",Fire sale!
27/08/2016,568.58,"9,003,730,818.60","445,311,513",Fire sale!
28/08/2016,573.53,"9,083,223,370.04","339,737,296",Fire sale!
29/08/2016,572.51,"9,068,122,329.39","381,390,187",Fire sale!
30/08/2016,576.08,"9,125,715,540.48","414,583,282",Fire sale!
31/08/2016,571.76,"9,058,256,694.85","335,483,654",Fire sale!
01/09/2016,571.59,"9,056,523,459.60","356,532,608",Fire sale!
02/09/2016,573.96,"9,095,188,851.30","378,500,485",Fire sale!
03/09/2016,596.2,"9,448,393,429.68","561,496,915",Fire sale!
04/09/2016,608.69,"9,647,700,436.71","884,434,074",Fire sale!
05/09/2016,606.64,"9,616,262,727.20","618,185,193",Fire sale!
06/09/2016,610.68,"9,681,336,387.39","560,341,027",Fire sale!
07/09/2016,614.33,"9,740,198,080.12","597,124,133",Fire sale!
08/09/2016,625.47,"9,917,920,559.61","1,600,702,239",Fire sale!
09/09/2016,621.91,"9,862,631,720.70","850,137,525",Fire sale!
10/09/2016,623.06,"9,881,939,361.40","586,796,233",Fire sale!
11/09/2016,605.32,"9,601,743,135.43","1,228,662,231",Fire sale!
12/09/2016,605.83,"9,611,117,069.22","973,866,199",Fire sale!
13/09/2016,606.65,"9,625,199,430.60","699,782,155",Fire sale!
14/09/2016,608.43,"9,654,573,079.50","619,105,286",Fire sale!
15/09/2016,605.58,"9,610,607,638.99","549,080,255",Fire sale!
16/09/2016,606.55,"9,627,042,762.31","546,585,886",Fire sale!
17/09/2016,605.34,"9,609,021,664.31","531,090,440",Fire sale!
18/09/2016,608.8,"9,664,864,143.00","1,306,045,902",Fire sale!
19/09/2016,608.62,"9,663,034,352.09","1,272,958,790",Fire sale!
20/09/2016,607.77,"9,650,615,110.18","953,214,316",Fire sale!
21/09/2016,595.84,"9,462,412,679.83","1,589,139,471",Fire sale!
22/09/2016,594.96,"9,449,414,102.32","994,983,745",Fire sale!
23/09/2016,601.89,"9,560,527,881.96","1,471,656,057",Fire sale!
24/09/2016,601.27,"9,551,877,467.34","1,136,053,862",Fire sale!
25/09/2016,599.31,"9,522,044,919.53","1,074,112,053",Fire sale!
26/09/2016,606.1,"9,630,957,511.52","1,917,754,354",Fire sale!
27/09/2016,604.21,"9,602,128,427.58","1,448,434,854",Fire sale!
28/09/2016,603.55,"9,592,874,199.36","1,023,325,385",Fire sale!
29/09/2016,604.64,"9,611,116,960.35","1,291,135,796",Fire sale!
30/09/2016,608.26,"9,669,703,048.38","1,177,411,408",Fire sale!
01/10/2016,614.06,"9,763,087,934.56","1,673,872,374",Fire sale!
02/10/2016,610.36,"9,705,298,188.75","1,018,352,267",Fire sale!
03/10/2016,611.96,"9,731,860,020.79","767,820,467",Fire sale!
04/10/2016,609.24,"9,689,785,072.17","817,050,996",Fire sale!
05/10/2016,611.64,"9,729,061,309.22","915,039,146",Fire sale!
06/10/2016,610.98,"9,719,787,549.60","714,618,920",Fire sale!
07/10/2016,616.22,"9,804,216,114.14","1,104,537,956",Fire sale!
08/10/2016,616.53,"9,810,492,980.96","793,016,114",Fire sale!
09/10/2016,614.62,"9,781,273,121.41","901,840,112",Fire sale!
10/10/2016,614.31,"9,777,010,536.44","1,274,169,413",Fire sale!
11/10/2016,640.7,"10,198,278,180.00","2,996,984,110",Fire sale!
12/10/2016,635.62,"10,118,464,865.98","2,475,619,341",Fire sale!
13/10/2016,634.62,"10,103,624,253.93","2,099,764,691",Fire sale!
14/10/2016,638.18,"10,161,283,203.12","1,671,558,094",Fire sale!
15/10/2016,637.21,"10,146,912,931.20","1,644,480,562",Fire sale!
16/10/2016,640.19,"10,195,309,967.36","1,454,057,375",Fire sale!
17/10/2016,637.48,"10,153,229,676.24","1,187,159,913",Fire sale!
18/10/2016,635.47,"10,122,263,522.22","2,024,277,148",Fire sale!
19/10/2016,628.44,"10,011,295,942.50","1,955,775,380",Fire sale!
20/10/2016,628.54,"10,013,934,081.66","1,803,186,001",Fire sale!
21/10/2016,629.72,"10,033,936,840.32","1,283,400,177",Fire sale!
22/10/2016,652.09,"10,391,486,423.85","3,522,949,283",Fire sale!
23/10/2016,649.63,"10,353,442,542.80","3,643,525,163",Fire sale!
24/10/2016,648.77,"10,340,849,544.81","3,212,766,801",Fire sale!
25/10/2016,652.63,"10,403,520,542.25","2,499,429,907",Fire sale!
26/10/2016,673.42,"10,735,427,840.76","4,850,797,703",Fire sale!
27/10/2016,683.37,"10,896,021,892.29","5,041,475,157",Fire sale!
28/10/2016,687.56,"10,963,463,344.93","5,069,538,566",Fire sale!
29/10/2016,715.41,"11,409,389,607.08","6,838,400,543",Fire sale!
30/10/2016,697.28,"11,121,149,986.54","5,824,289,996",Fire sale!
31/10/2016,698.58,"11,143,032,475.88","6,861,251,336",Fire sale!
01/11/2016,729.2,"11,633,474,056.20","5,882,440,879",Fire sale!
02/11/2016,734.16,"11,713,747,881.69","4,549,460,043",Fire sale!
03/11/2016,686.06,"10,947,521,327.78","10,469,111,039",Fire sale!
04/11/2016,702.11,"11,204,614,009.68","5,929,334,121",Fire sale!
05/11/2016,704.02,"11,236,368,065.40","2,146,200,088",Fire sale!
06/11/2016,712.13,"11,367,022,667.71","2,676,516,224",Fire sale!
07/11/2016,706.09,"11,271,922,275.87","3,299,753,094",Fire sale!
08/11/2016,708.94,"11,318,680,821.60","3,071,821,253",Fire sale!
09/11/2016,721.18,"11,515,479,618.42","4,364,284,008",Fire sale!
10/11/2016,713.21,"11,389,753,141.98","3,237,455,966",Fire sale!
11/11/2016,715.64,"11,429,941,440.15","3,576,474,208",Fire sale!
12/11/2016,703.76,"11,241,603,256.32","6,291,883,754",Fire sale!
13/11/2016,702.35,"11,220,193,117.66","3,720,281,493",Fire sale!
14/11/2016,705.55,"11,279,469,101.25","5,335,752,435",Fire sale!
15/11/2016,712.16,"11,386,521,351.12","7,530,105,089",Fire sale!
16/11/2016,740.9,"11,847,684,538.73","9,936,150,861",Fire sale!
17/11/2016,738.48,"11,810,455,254.00","5,475,859,343",Fire sale!
18/11/2016,748.43,"11,970,910,272.58","3,987,706,065",Fire sale!
19/11/2016,750.41,"12,003,962,099.20","3,235,133,019",Fire sale!
20/11/2016,728.37,"11,652,611,522.38","5,039,283,040",Fire sale!
21/11/2016,736.5,"11,783,996,774.93","3,192,815,797",Fire sale!
22/11/2016,748.12,"11,971,109,864.28","3,267,220,914",Fire sale!
23/11/2016,741.17,"11,861,151,745.21","3,775,381,683",Fire sale!
24/11/2016,736.75,"11,791,975,961.23","3,798,900,330",Fire sale!
25/11/2016,738.2,"11,816,670,435.20","2,481,664,642",Fire sale!
26/11/2016,732.73,"11,730,463,632.62","2,391,921,659",Fire sale!
27/11/2016,727.76,"11,652,161,720.37","2,688,074,106",Fire sale!
