date,price, market_cap ,total_volume,rainbow_indicator
08/11/2017,"7,461.82","124,396,351,241.90","3,478,638,875",FOMO intensifies
09/11/2017,"7,186.29","119,816,786,360.01","2,330,693,501",FOMO intensifies
10/11/2017,"6,656.84","110,999,386,930.46","3,886,426,126",Is it a bubble?
11/11/2017,"6,365.40","106,146,109,132.28","3,148,369,501",Is it a bubble?
12/11/2017,"5,866.51","97,832,172,888.05","6,001,017,947",Is it a bubble?
13/11/2017,"6,423.09","107,125,442,451.24","4,636,291,556",Is it a bubble?
14/11/2017,"6,652.22","110,957,725,266.31","1,824,550,615",Is it a bubble?
15/11/2017,"7,297.67","121,737,427,357.35","2,935,591,360",Is it a bubble?
16/11/2017,"7,814.94","130,381,304,858.57","3,413,089,663",FOMO intensifies
17/11/2017,"7,783.54","129,865,386,010.11","3,245,859,431",FOMO intensifies
18/11/2017,"7,827.63","130,622,715,624.41","2,227,536,660",FOMO intensifies
19/11/2017,"8,011.15","133,701,043,637.73","1,572,771,189",FOMO intensifies
20/11/2017,"8,220.51","137,213,053,125.93","1,706,394,366",FOMO intensifies
21/11/2017,"8,114.13","135,455,116,259.55","2,901,936,853",FOMO intensifies
22/11/2017,"8,257.12","137,857,431,278.08","1,528,137,247",FOMO intensifies
23/11/2017,"8,117.66","135,545,106,327.70","1,550,586,715",FOMO intensifies
24/11/2017,"8,278.13","138,239,984,963.01","2,135,298,893",FOMO intensifies
25/11/2017,"8,743.16","146,022,669,794.18","2,124,257,199",FOMO intensifies
26/11/2017,"9,342.99","156,058,041,450.11","3,493,015,607",FOMO intensifies
27/11/2017,"9,831.40","164,237,026,935.38","3,629,754,500",FOMO intensifies
28/11/2017,"10,257.07","171,368,281,967.21","3,453,118,782",FOMO intensifies
29/11/2017,"9,875.89","165,021,094,137.07","10,258,439,068","Sell. Seriously, sell!"
30/11/2017,"10,406.19","173,903,131,019.37","7,443,964,833",FOMO intensifies
01/12/2017,"10,995.72","183,780,731,163.87","5,021,611,420","Sell. Seriously, sell!"
02/12/2017,"11,162.55","186,591,841,366.62","3,178,820,955","Sell. Seriously, sell!"
03/12/2017,"11,256.70","188,190,520,506.17","5,761,492,456","Sell. Seriously, sell!"
04/12/2017,"11,634.98","194,541,160,318.90","3,216,349,724","Sell. Seriously, sell!"
05/12/2017,"12,174.25","203,585,321,680.10","3,131,952,574","Sell. Seriously, sell!"
06/12/2017,"13,876.47","232,080,024,191.32","5,086,411,370",Maximum bubble territory
07/12/2017,"18,491.18","309,298,517,515.44","16,482,921,408",Maximum bubble territory
08/12/2017,"16,908.00","282,850,210,542.75","24,144,297,784",Maximum bubble territory
09/12/2017,"15,266.43","255,421,618,137.28","7,307,194,000",Maximum bubble territory
10/12/2017,"15,808.51","264,523,195,368.98","10,474,626,173",Maximum bubble territory
11/12/2017,"17,106.51","286,279,279,595.20","7,710,546,750",Maximum bubble territory
12/12/2017,"17,249.92","288,713,846,623.76","4,686,094,940",Maximum bubble territory
13/12/2017,"16,525.04","276,619,329,724.17","4,407,769,522",Maximum bubble territory
14/12/2017,"16,865.36","282,355,027,769.18","4,117,594,354",Maximum bubble territory
15/12/2017,"17,978.63","301,031,043,805.06","6,146,229,229",Maximum bubble territory
16/12/2017,"19,665.39","329,315,720,181.84","5,116,192,713",Maximum bubble territory
17/12/2017,"19,423.58","325,311,461,891.22","4,251,128,480",Maximum bubble territory
18/12/2017,"19,188.05","321,409,248,360.94","5,411,492,205",Maximum bubble territory
19/12/2017,"18,174.19","304,459,646,943.62","6,141,309,845",Maximum bubble territory
20/12/2017,"17,059.89","285,821,795,917.54","7,509,260,354",Maximum bubble territory
21/12/2017,"16,355.24","274,043,056,258.08","5,580,926,437",Maximum bubble territory
22/12/2017,"14,084.82","236,028,031,210.85","12,164,204,097","Sell. Seriously, sell!"
23/12/2017,"15,241.92","255,444,795,621.57","5,076,754,666",Maximum bubble territory
24/12/2017,"14,451.11","242,218,743,695.45","4,129,411,908","Sell. Seriously, sell!"
25/12/2017,"14,302.75","239,755,987,703.76","2,485,439,207","Sell. Seriously, sell!"
26/12/2017,"16,616.68","278,573,473,665.54","4,255,570,626",Maximum bubble territory
27/12/2017,"16,373.08","274,522,325,686.84","4,950,722,889",Maximum bubble territory
28/12/2017,"15,067.90","252,666,630,245.45","5,266,566,468","Sell. Seriously, sell!"
29/12/2017,"15,096.56","253,178,163,423.30","3,753,038,184","Sell. Seriously, sell!"
30/12/2017,"13,620.36","228,445,816,988.88","3,600,481,281","Sell. Seriously, sell!"
31/12/2017,"14,839.59","248,925,602,660.69","2,921,202,870","Sell. Seriously, sell!"
01/01/2018,"14,093.61","236,440,337,971.83","2,345,478,674","Sell. Seriously, sell!"
02/01/2018,"15,321.93","257,079,617,264.84","4,130,217,904","Sell. Seriously, sell!"
03/01/2018,"15,583.89","261,505,188,675.86","3,310,355,625",Maximum bubble territory
04/01/2018,"15,976.37","268,124,738,815.00","4,217,387,188",Maximum bubble territory
05/01/2018,"18,336.92","307,774,011,688.35","6,275,687,596",Maximum bubble territory
06/01/2018,"18,343.66","307,926,110,569.53","4,240,919,831",Maximum bubble territory
07/01/2018,"17,039.87","286,074,127,681.14","3,044,989,247",Maximum bubble territory
08/01/2018,"15,900.37","266,976,271,422.56","5,752,981,090",Maximum bubble territory
09/01/2018,"15,604.72","262,044,268,423.30","4,214,092,202",Maximum bubble territory
10/01/2018,"15,509.27","260,474,112,841.84","4,969,472,883","Sell. Seriously, sell!"
11/01/2018,"14,050.57","236,008,991,341.73","5,833,888,113","Sell. Seriously, sell!"
12/01/2018,"14,759.29","247,945,818,276.33","4,021,952,803","Sell. Seriously, sell!"
13/01/2018,"15,193.31","255,265,724,750.93","3,134,247,725","Sell. Seriously, sell!"
14/01/2018,"14,476.59","243,252,295,974.26","3,336,056,551","Sell. Seriously, sell!"
15/01/2018,"14,412.00","242,193,794,408.73","3,222,958,351","Sell. Seriously, sell!"
16/01/2018,"11,723.91","197,043,955,228.79","9,677,283,153","Sell. Seriously, sell!"
17/01/2018,"11,415.39","191,882,616,843.45","10,225,958,521",FOMO intensifies
18/01/2018,"11,569.42","194,496,634,731.30","6,558,304,864","Sell. Seriously, sell!"
19/01/2018,"11,758.47","197,698,672,432.58","4,208,563,477","Sell. Seriously, sell!"
20/01/2018,"13,260.27","222,978,421,656.46","4,520,485,016","Sell. Seriously, sell!"
21/01/2018,"11,703.50","196,828,374,433.09","4,319,501,969","Sell. Seriously, sell!"
22/01/2018,"10,991.60","184,878,210,439.40","5,012,581,424","Sell. Seriously, sell!"
23/01/2018,"10,894.00","183,260,375,707.76","4,779,406,611",FOMO intensifies
24/01/2018,"11,277.12","189,730,563,330.71","3,582,338,296",FOMO intensifies
25/01/2018,"11,225.25","188,880,475,665.03","3,204,496,193",FOMO intensifies
26/01/2018,"11,044.91","185,867,144,988.13","4,616,389,063",FOMO intensifies
27/01/2018,"11,456.21","192,805,209,257.31","2,894,314,081",FOMO intensifies
28/01/2018,"11,665.70","196,359,635,508.99","2,682,886,341","Sell. Seriously, sell!"
29/01/2018,"11,157.66","187,828,526,722.44","2,345,235,501",FOMO intensifies
30/01/2018,"11,095.21","186,776,632,503.02","2,321,424,680",FOMO intensifies
31/01/2018,"9,989.69","168,188,285,150.77","3,804,947,187",FOMO intensifies
01/02/2018,"10,114.50","170,304,196,700.16","3,225,562,145",FOMO intensifies
02/02/2018,"9,070.56","152,744,180,864.16","4,769,515,274",FOMO intensifies
03/02/2018,"8,830.16","148,715,185,541.38","6,813,550,017",FOMO intensifies
04/02/2018,"8,994.91","151,507,305,722.97","3,422,042,095",FOMO intensifies
05/02/2018,"8,315.52","140,081,544,557.24","3,337,096,341",Is it a bubble?
06/02/2018,"6,852.05","115,444,836,533.45","5,313,588,643",Is it a bubble?
07/02/2018,"7,711.22","129,936,854,004.42","9,152,685,413",Is it a bubble?
08/02/2018,"7,611.61","128,271,617,562.32","4,862,232,217",Is it a bubble?
09/02/2018,"8,208.57","138,345,016,554.78","3,190,753,947",Is it a bubble?
10/02/2018,"8,650.72","145,812,043,727.55","2,960,039,949",Is it a bubble?
11/02/2018,"8,574.68","144,544,944,416.75","3,371,677,738",Is it a bubble?
12/02/2018,"8,168.64","137,716,289,625.31","2,806,997,177",FOMO intensifies
13/02/2018,"8,911.40","150,256,428,069.51","3,069,219,871",FOMO intensifies
14/02/2018,"8,518.27","143,645,913,955.80","2,551,515,988",FOMO intensifies
15/02/2018,"9,428.03","159,007,423,075.02","3,282,094,241",FOMO intensifies
16/02/2018,"10,112.58","170,569,769,073.99","4,332,356,646",FOMO intensifies
17/02/2018,"10,155.28","171,309,236,631.06","3,141,038,601",FOMO intensifies
18/02/2018,"11,006.65","185,692,327,611.29","3,699,819,140",FOMO intensifies
19/02/2018,"10,523.43","177,561,296,505.31","4,740,378,627",FOMO intensifies
20/02/2018,"11,103.09","187,364,222,442.60","3,486,171,705",FOMO intensifies
21/02/2018,"11,502.38","194,121,879,194.23","4,225,354,045",FOMO intensifies
22/02/2018,"9,973.59","168,362,084,194.48","4,574,800,113",FOMO intensifies
23/02/2018,"10,032.86","169,362,253,983.19","4,626,064,156",FOMO intensifies
24/02/2018,"10,301.88","173,922,837,770.07","4,009,462,976",FOMO intensifies
25/02/2018,"9,742.63","164,497,574,061.06","3,465,387,502",FOMO intensifies
26/02/2018,"9,699.52","163,790,896,885.66","2,743,650,278",FOMO intensifies
27/02/2018,"10,355.58","174,886,939,893.20","3,646,748,812",FOMO intensifies
28/02/2018,"10,709.39","180,884,108,725.43","3,398,119,467",FOMO intensifies
01/03/2018,"10,346.66","174,778,709,347.90","3,182,259,829",FOMO intensifies
02/03/2018,"10,859.55","183,463,718,171.26","2,892,166,041",FOMO intensifies
03/03/2018,"11,098.08","187,514,886,761.39","3,031,487,197",FOMO intensifies
04/03/2018,"11,356.04","191,899,353,575.24","3,019,436,740",FOMO intensifies
05/03/2018,"11,286.68","190,747,933,122.94","2,580,256,309",FOMO intensifies
06/03/2018,"11,526.42","194,821,583,687.43","2,693,945,511",FOMO intensifies
07/03/2018,"10,727.72","181,342,656,441.09","3,618,749,299",FOMO intensifies
08/03/2018,"9,999.68","169,056,252,057.67","4,896,773,758",FOMO intensifies
09/03/2018,"9,420.85","159,289,105,130.24","4,028,135,944",FOMO intensifies
10/03/2018,"9,276.34","156,862,284,242.87","5,476,476,289",FOMO intensifies
11/03/2018,"8,890.87","150,359,761,907.83","3,260,891,796",FOMO intensifies
12/03/2018,"9,512.46","160,888,688,653.48","3,876,612,722",FOMO intensifies
13/03/2018,"9,232.71","156,177,221,215.63","4,019,736,167",FOMO intensifies
14/03/2018,"9,216.53","155,921,695,042.49","3,628,990,704",Is it a bubble?
15/03/2018,"8,307.22","140,553,335,048.28","4,020,163,253",Is it a bubble?
16/03/2018,"8,359.37","141,449,655,895.94","4,571,407,140",Is it a bubble?
17/03/2018,"8,520.01","144,184,737,078.28","3,070,872,383",Is it a bubble?
18/03/2018,"8,063.41","136,472,702,736.86","2,591,898,944",Is it a bubble?
19/03/2018,"8,217.84","139,102,798,580.58","4,330,642,348",Is it a bubble?
20/03/2018,"8,640.52","146,274,523,240.43","4,276,409,100",Is it a bubble?
21/03/2018,"8,926.82","151,135,311,240.40","3,554,700,592",Is it a bubble?
22/03/2018,"8,970.32","151,888,445,786.25","3,081,152,046",Is it a bubble?
23/03/2018,"8,736.39","147,943,048,662.13","2,931,676,660",Is it a bubble?
24/03/2018,"8,824.59","149,451,318,665.61","2,877,067,842",Is it a bubble?
25/03/2018,"8,621.15","146,022,681,302.80","2,444,371,384",Is it a bubble?
26/03/2018,"8,478.64","143,623,891,714.18","2,066,020,545",Is it a bubble?
27/03/2018,"8,186.20","138,684,803,358.94","2,972,024,163",Is it a bubble?
28/03/2018,"7,836.76","132,779,843,611.39","2,653,185,409",Is it a bubble?
29/03/2018,"7,930.78","134,386,559,681.91","2,033,730,317",Is it a bubble?
30/03/2018,"7,126.90","120,777,974,799.76","3,680,239,216",Is it a bubble?
31/03/2018,"6,897.27","116,900,853,303.25","4,264,255,595",Is it a bubble?
01/04/2018,"6,975.28","118,234,055,446.54","2,565,052,340",Is it a bubble?
02/04/2018,"6,836.57","115,896,903,503.06","2,649,647,152",Is it a bubble?
03/04/2018,"7,080.42","120,044,225,923.53","2,253,363,912",Is it a bubble?
04/04/2018,"7,464.36","126,568,883,854.61","2,762,080,503",Is it a bubble?
05/04/2018,"6,845.32","116,084,750,821.37","2,544,238,382",Is it a bubble?
06/04/2018,"6,855.42","116,269,847,527.26","2,568,972,346",HODL
07/04/2018,"6,628.75","112,436,767,361.37","1,840,465,006",Is it a bubble?
08/04/2018,"6,884.48","116,789,559,212.80","1,856,418,406",Is it a bubble?
09/04/2018,"6,984.81","118,505,840,498.73","1,413,593,787",Is it a bubble?
10/04/2018,"6,778.49","115,017,783,885.65","2,437,632,634",HODL
11/04/2018,"6,829.32","115,885,988,821.25","1,550,558,592",HODL
12/04/2018,"6,925.10","117,533,696,704.98","1,586,992,258",Is it a bubble?
13/04/2018,"7,836.40","133,015,394,395.99","4,980,342,880",Is it a bubble?
14/04/2018,"7,845.75","133,189,892,501.28","3,910,297,535",Is it a bubble?
15/04/2018,"7,897.72","134,086,501,771.12","2,294,693,915",Is it a bubble?
16/04/2018,"8,258.07","140,220,533,919.44","2,350,690,711",Is it a bubble?
17/04/2018,"8,031.00","136,379,313,438.76","2,754,142,166",Is it a bubble?
18/04/2018,"7,873.64","133,722,872,890.27","2,491,337,660",Is it a bubble?
19/04/2018,"8,097.42","137,539,507,140.19","2,326,968,646",Is it a bubble?
20/04/2018,"8,277.46","140,616,565,985.04","2,422,027,692",Is it a bubble?
21/04/2018,"8,499.45","144,401,932,888.96","2,961,030,105",Is it a bubble?
22/04/2018,"8,878.43","150,858,701,627.67","3,214,807,963",Is it a bubble?
23/04/2018,"8,769.01","149,017,082,314.25","2,503,340,750",Is it a bubble?
24/04/2018,"8,881.39","150,943,914,746.00","2,205,498,227",Is it a bubble?
25/04/2018,"9,716.49","165,155,791,737.99","4,398,198,651",Is it a bubble?
26/04/2018,"8,825.20","150,020,058,558.80","5,523,433,548",Is it a bubble?
27/04/2018,"9,221.87","156,779,014,055.27","3,847,600,030",Is it a bubble?
28/04/2018,"8,940.38","152,009,053,536.46","2,839,339,949",Is it a bubble?
29/04/2018,"9,249.66","157,282,709,009.46","3,006,508,148",Is it a bubble?
30/04/2018,"9,325.63","158,592,809,944.51","2,827,554,754",Is it a bubble?
01/05/2018,"9,198.19","156,443,377,473.38","2,508,704,421",Is it a bubble?
02/05/2018,"9,024.39","153,504,488,648.59","2,661,071,473",Is it a bubble?
03/05/2018,"9,122.65","155,192,629,946.19","2,179,558,786",Is it a bubble?
04/05/2018,"9,551.14","162,498,830,620.23","1,228,125,378",Is it a bubble?
05/05/2018,"9,634.54","163,935,762,593.66","2,695,999,384",Is it a bubble?
06/05/2018,"9,766.24","166,195,961,946.18","2,617,990,804",Is it a bubble?
07/05/2018,"9,583.87","163,109,111,220.66","2,626,417,557",Is it a bubble?
08/05/2018,"9,308.27","158,435,513,589.56","2,767,085,706",Is it a bubble?
09/05/2018,"9,149.52","155,749,835,750.48","2,455,200,522",Is it a bubble?
10/05/2018,"9,248.96","157,460,887,034.23","2,363,841,215",Is it a bubble?
11/05/2018,"8,969.94","152,728,483,795.66","2,359,598,426",Is it a bubble?
12/05/2018,"8,405.56","143,131,877,388.73","3,726,075,355",Is it a bubble?
13/05/2018,"8,480.58","144,426,929,746.50","2,995,955,137",Is it a bubble?
14/05/2018,"8,683.99","147,906,738,510.21","2,283,320,840",Is it a bubble?
15/05/2018,"8,696.97","148,142,733,211.52","3,143,239,504",Is it a bubble?
16/05/2018,"8,473.35","144,348,790,079.53","2,586,241,490",Is it a bubble?
17/05/2018,"8,343.13","142,149,224,754.10","2,772,906,142",Is it a bubble?
18/05/2018,"8,056.05","137,271,416,445.44","2,173,653,717",Is it a bubble?
19/05/2018,"8,202.83","139,787,112,156.34","2,127,912,775",Is it a bubble?
20/05/2018,"8,180.63","139,424,471,286.72","1,672,351,903",Is it a bubble?
21/05/2018,"8,443.26","143,916,527,618.28","1,660,868,681",Is it a bubble?
22/05/2018,"8,355.00","142,427,831,413.29","1,711,697,912",Is it a bubble?
23/05/2018,"8,009.30","136,550,347,058.65","1,895,031,387",Is it a bubble?
24/05/2018,"7,556.32","128,842,835,523.63","2,777,184,893",Is it a bubble?
25/05/2018,"7,563.44","128,977,752,305.11","2,602,938,657",Is it a bubble?
26/05/2018,"7,472.02","127,435,061,535.97","1,959,178,260",HODL
27/05/2018,"7,328.87","125,008,468,874.29","1,289,488,237",HODL
28/05/2018,"7,326.64","124,985,768,473.80","1,247,227,035",HODL
29/05/2018,"7,111.07","121,322,210,033.34","1,770,692,328",HODL
30/05/2018,"7,451.23","127,138,205,821.78","2,224,251,684",HODL
31/05/2018,"7,380.85","125,953,862,789.74","1,772,428,208",HODL
01/06/2018,"7,460.17","127,322,669,333.36","1,714,862,985",HODL
02/06/2018,"7,487.08","127,797,556,817.80","1,637,953,743",HODL
03/06/2018,"7,567.51","129,185,013,358.10","1,531,230,054",Is it a bubble?
04/06/2018,"7,639.88","130,436,135,448.67","1,432,775,394",HODL
05/06/2018,"7,463.65","127,444,424,300.66","1,643,488,925",HODL
06/06/2018,"7,569.01","129,259,980,382.18","1,754,013,550",HODL
07/06/2018,"7,605.58","129,898,428,226.35","1,562,705,992",Is it a bubble?
08/06/2018,"7,613.78","130,052,073,722.89","1,459,894,514",HODL
09/06/2018,"7,561.17","129,167,113,170.95","1,362,045,102",HODL
10/06/2018,"7,415.00","126,683,533,782.87","1,102,262,799",HODL
11/06/2018,"6,767.50","115,631,864,817.83","2,788,497,501",HODL
12/06/2018,"6,880.13","117,568,067,796.63","1,973,448,736",HODL
13/06/2018,"6,581.83","112,482,862,604.78","2,060,764,063",HODL
14/06/2018,"6,334.10","108,260,201,574.02","2,571,112,868",HODL
15/06/2018,"6,644.72","113,582,443,265.84","2,354,179,149",HODL
16/06/2018,"6,406.81","109,527,730,085.07","1,740,752,642",HODL
17/06/2018,"6,478.82","110,772,203,147.83","1,306,649,276",HODL
18/06/2018,"6,418.85","109,759,607,021.02","1,120,785,833",HODL
19/06/2018,"6,677.53","114,196,505,243.24","1,750,367,371",HODL
20/06/2018,"6,708.68","114,742,187,734.31","1,649,449,915",HODL
21/06/2018,"6,714.38","114,852,494,305.80","1,626,421,446",HODL
22/06/2018,"6,690.83","114,463,912,846.05","1,400,178,396",HODL
23/06/2018,"6,088.58","104,172,397,755.10","2,932,411,240",HODL
24/06/2018,"6,169.44","105,568,325,740.57","1,635,692,583",HODL
25/06/2018,"6,159.71","105,415,073,017.08","2,452,039,492",HODL
26/06/2018,"6,241.85","106,832,748,619.81","4,326,984,848",HODL
27/06/2018,"6,069.87","103,900,589,095.61","3,248,018,160",HODL
28/06/2018,"6,117.04","104,717,160,923.04","2,057,221,708",HODL
29/06/2018,"5,879.99","100,670,773,791.78","1,928,320,709",HODL
30/06/2018,"6,182.26","105,857,391,286.92","2,341,618,860",HODL
01/07/2018,"6,366.50","109,023,438,456.36","2,086,842,502",HODL
02/07/2018,"6,312.88","108,116,702,994.83","2,601,785,822",HODL
03/07/2018,"6,595.55","112,969,688,594.56","3,392,521,918",HODL
04/07/2018,"6,497.61","111,301,577,387.40","3,013,786,719",HODL
05/07/2018,"6,562.72","112,427,869,579.76","3,111,969,366",HODL
06/07/2018,"6,537.74","112,011,029,362.87","3,315,114,738",HODL
07/07/2018,"6,603.29","113,147,533,991.98","4,742,128,038",HODL
08/07/2018,"6,759.84","115,842,716,194.11","6,047,929,423",HODL
09/07/2018,"6,700.64","114,841,688,927.81","5,015,170,530",HODL
10/07/2018,"6,648.26","113,955,190,214.94","5,246,420,831",HODL
11/07/2018,"6,303.38","108,055,463,516.66","4,358,427,108",HODL
12/07/2018,"6,373.23","109,263,693,476.82","3,969,169,304",HODL
13/07/2018,"6,230.59","106,829,387,990.05","3,534,743,492",HODL
14/07/2018,"6,248.40","107,145,717,585.48","3,951,261,053",HODL
15/07/2018,"6,246.14","107,117,271,573.72","3,709,146,623",HODL
16/07/2018,"6,349.70","108,903,950,780.22","2,857,367,440",HODL
17/07/2018,"6,741.69","115,637,208,433.39","4,559,363,479",HODL
18/07/2018,"7,303.37","125,285,895,738.59","6,194,130,741",HODL
19/07/2018,"7,334.77","125,840,376,647.27","4,843,025,305",HODL
20/07/2018,"7,442.80","127,709,804,699.66","4,107,857,511",HODL
21/07/2018,"7,331.87","125,820,597,539.22","3,727,831,731",HODL
22/07/2018,"7,379.14","126,644,347,498.86","2,892,881,147",HODL
23/07/2018,"7,395.87","126,948,286,633.17","5,717,881,946",HODL
24/07/2018,"7,705.00","132,270,404,905.46","6,202,101,798",HODL
25/07/2018,"8,422.37","144,602,365,043.07","5,592,076,818",HODL
26/07/2018,"8,144.55","139,850,429,188.62","4,086,880,124",HODL
27/07/2018,"7,929.08","136,166,569,453.31","3,429,994,450",HODL
28/07/2018,"8,145.33","139,897,416,706.45","3,624,913,498",HODL
29/07/2018,"8,192.14","140,716,208,459.57","3,659,115,451",HODL
30/07/2018,"8,197.59","140,827,378,169.39","2,598,593,362",HODL
31/07/2018,"8,185.92","140,640,772,124.00","3,497,813,385",HODL
01/08/2018,"7,738.25","132,963,528,816.21","4,675,498,855",HODL
02/08/2018,"7,612.30","130,813,483,341.76","11,591,125,727",HODL
03/08/2018,"7,540.63","129,596,337,579.77","6,834,800,615",HODL
04/08/2018,"7,411.67","127,395,242,323.66","5,580,835,718",HODL
05/08/2018,"7,009.01","120,489,906,899.29","5,952,900,998",HODL
06/08/2018,"7,036.61","120,977,961,419.31","5,989,412,029",HODL
07/08/2018,"6,926.12","119,089,729,729.27","6,927,841,832",HODL
08/08/2018,"6,711.73","115,416,628,667.98","6,729,676,124",HODL
09/08/2018,"6,259.53","107,652,609,456.41","6,834,119,515",HODL
10/08/2018,"6,531.25","112,337,822,894.37","5,843,796,067",Still cheap
11/08/2018,"6,166.59","106,079,149,843.79","6,731,245,061",Still cheap
12/08/2018,"6,205.22","106,756,980,148.52","5,708,911,347",Still cheap
13/08/2018,"6,318.41","108,716,328,040.72","5,507,023,282",Still cheap
14/08/2018,"6,284.00","108,135,868,387.49","5,381,627,198",Still cheap
15/08/2018,"6,212.23","106,911,788,926.75","7,179,484,727",Still cheap
16/08/2018,"6,267.77","107,788,817,699.53","6,619,548,180",Still cheap
17/08/2018,"6,309.39","108,578,823,549.00","5,982,589,407",HODL
18/08/2018,"6,566.72","113,018,605,465.47","6,206,194,159",Still cheap
19/08/2018,"6,382.06","109,889,851,531.17","5,616,965,846",Still cheap
20/08/2018,"6,475.49","111,490,970,656.33","5,160,365,103",Still cheap
21/08/2018,"6,242.88","107,511,643,840.86","5,578,292,471",Still cheap
22/08/2018,"6,467.27","111,399,689,881.16","5,658,517,103",HODL
23/08/2018,"6,336.66","109,149,076,720.34","6,759,411,528",Still cheap
24/08/2018,"6,521.07","112,327,439,428.77","6,096,332,849",HODL
25/08/2018,"6,684.38","115,177,527,171.81","6,913,767,388",HODL
26/08/2018,"6,736.04","116,073,397,012.04","5,280,060,348",HODL
27/08/2018,"6,728.29","115,406,552,890.99","5,215,045,899",HODL
28/08/2018,"6,911.10","118,546,009,735.92","5,444,349,729",HODL
29/08/2018,"7,075.98","121,992,306,938.19","6,246,602,892",HODL
30/08/2018,"7,046.75","121,479,639,297.30","5,976,493,149",HODL
31/08/2018,"7,024.15","121,103,237,785.70","6,587,864,491",HODL
01/09/2018,"7,027.63","121,186,316,787.30","5,959,884,321",HODL
02/09/2018,"7,211.27","124,380,655,386.09","6,257,915,214",HODL
03/09/2018,"7,305.27","125,994,361,368.73","6,640,164,155",HODL
04/09/2018,"7,260.90","125,200,923,805.39","4,511,643,010",HODL
05/09/2018,"7,359.46","126,949,626,755.79","5,344,233,220",HODL
06/09/2018,"6,764.93","116,602,093,876.15","7,036,065,651",HODL
07/09/2018,"6,498.28","112,034,863,191.17","6,558,109,771",Still cheap
08/09/2018,"6,397.82","110,396,118,506.89","4,422,971,842",Still cheap
09/09/2018,"6,181.19","106,668,555,553.51","3,851,077,568",Still cheap
10/09/2018,"6,260.76","108,219,061,918.52","4,174,629,548",Still cheap
11/09/2018,"6,308.14","108,846,231,385.42","4,504,626,594",Still cheap
12/09/2018,"6,278.92","108,449,181,464.90","5,001,529,025",Still cheap
13/09/2018,"6,330.57","109,298,582,014.22","5,026,516,733",Still cheap
14/09/2018,"6,486.46","112,124,461,661.13","4,987,196,752",Still cheap
15/09/2018,"6,500.01","112,334,356,298.05","5,350,596,522",Still cheap
16/09/2018,"6,530.22","112,796,085,614.55","4,295,951,324",Still cheap
17/09/2018,"6,506.25","112,373,562,206.65","4,715,407,407",Still cheap
18/09/2018,"6,250.12","107,960,190,646.45","4,600,931,272",Still cheap
19/09/2018,"6,347.07","109,629,673,484.59","4,472,798,160",Still cheap
20/09/2018,"6,383.75","110,292,032,124.89","5,380,977,505",Still cheap
21/09/2018,"6,491.89","112,172,960,507.04","5,059,042,420",Still cheap
22/09/2018,"6,753.83","116,710,823,191.41","5,931,455,400",Still cheap
23/09/2018,"6,747.03","116,607,568,773.97","5,159,534,299",Still cheap
24/09/2018,"6,711.03","116,001,860,055.71","4,322,794,079",Still cheap
25/09/2018,"6,596.19","114,024,650,850.05","4,626,497,702",Still cheap
26/09/2018,"6,441.31","111,360,852,966.35","4,580,781,824",Still cheap
27/09/2018,"6,462.80","111,760,801,180.66","3,788,299,697",Still cheap
28/09/2018,"6,704.70","115,905,890,382.88","4,690,261,095",Still cheap
29/09/2018,"6,634.77","114,768,551,691.00","3,140,320,712",Still cheap
30/09/2018,"6,606.07","114,265,552,573.72","2,294,291,064",Still cheap
01/10/2018,"6,626.04","114,617,564,007.80","1,908,960,743",Still cheap
02/10/2018,"6,598.84","114,225,251,470.51","1,893,760,873",Still cheap
03/10/2018,"6,524.61","112,814,709,079.45","2,035,903,501",Still cheap
04/10/2018,"6,499.26","112,545,036,630.82","2,247,969,611",Still cheap
05/10/2018,"6,578.70","113,846,158,429.55","2,059,404,665",Still cheap
06/10/2018,"6,621.19","114,567,814,410.76","1,840,911,130",Still cheap
07/10/2018,"6,589.12","114,021,329,402.35","1,464,404,366",Still cheap
08/10/2018,"6,584.83","113,962,679,824.78","1,499,424,737",Still cheap
09/10/2018,"6,653.09","115,167,647,222.34","2,081,626,437",Still cheap
10/10/2018,"6,633.75","114,837,789,505.01","1,741,398,467",Still cheap
11/10/2018,"6,582.46","113,987,017,102.37","2,070,407,902",Still cheap
12/10/2018,"6,234.37","108,155,761,830.83","3,581,191,343",Still cheap
13/10/2018,"6,285.59","108,845,285,496.57","2,295,615,181",Still cheap
14/10/2018,"6,314.88","109,372,673,141.74","1,851,879,465",Still cheap
15/10/2018,"6,328.55","109,624,316,973.41","1,847,113,724",Still cheap
16/10/2018,"6,659.88","115,236,573,309.55","6,217,858,944",Still cheap
17/10/2018,"6,635.13","114,960,968,517.54","2,746,546,151",Still cheap
18/10/2018,"6,635.74","114,953,321,633.49","2,820,354,466",Still cheap
19/10/2018,"6,517.51","112,970,698,851.37","2,625,598,931",Still cheap
20/10/2018,"6,483.83","112,394,945,004.93","2,652,532,022",Still cheap
21/10/2018,"6,532.68","113,214,078,424.96","2,387,105,749",Still cheap
22/10/2018,"6,529.67","113,208,108,538.70","2,127,987,153",Still cheap
23/10/2018,"6,512.59","112,905,904,007.06","2,655,159,955",Still cheap
24/10/2018,"6,472.80","112,227,883,463.22","2,784,381,147",Still cheap
25/10/2018,"6,481.44","112,363,064,964.17","2,607,022,302",Still cheap
