timestamp,Weight Mean,Difficulty Mean,Reward Mean,Transaction Sum,Witness Sum,Input Sum,Output Sum,Fee Total Sum,Total Blocks,close,volume,marketCap,open
2017-03-08,3917708.338028169,460769358090.7101,17528.72225915493,297108,0,643029,710329,289622.80090000003,142,1150.0,291256000.0,19824773912.0,1223.2299804688
2017-03-09,3967192.864864865,460769358090.71,16722.41928918919,303632,0,677429,739904,280706.9527,148,1188.4899902344,332603008.0,18635275050.0,1150.3499755859
2017-03-10,3967285.384615385,460769358090.71,16521.02992179487,308482,0,708682,746039,301065.0858,156,1116.7199707031,212283008.0,19261188310.1,1189.3599853516
2017-03-11,3990305.55704698,460769358090.71,16674.289145637587,280681,0,698055,696990,259973.6119,149,1175.8299560547,563795968.0,18100188612.0,1116.3199462891
2017-03-12,3840585.858064516,460769358090.7101,15994.878387096773,221110,0,684497,585598,222076.8268,155,1221.3800048828,283320000.0,19060468861.8,1176.6199951172
2017-03-13,3931489.2413793104,460769358090.71,16695.654591034483,273079,0,660173,690389,262834.8854,145,1231.9200439453,227176000.0,19801195767.0,1221.7800292969
2017-03-14,3849797.435897436,460769358090.71,17256.20958205128,310395,0,701637,748447,312968.6904000001,156,1240.0,380276992.0,19974334865.0,1232.1600341797
2017-03-15,3935934.2816901407,460769358090.7101,17473.274165492956,292434,0,638739,713404,291458.3749,142,1249.6099853516,245306000.0,20107761880.0,1240.1600341797
2017-03-16,3953040.522875817,460769358090.7101,17840.723551633986,327034,0,686643,798175,331700.0488,153,1187.8100585938,297804992.0,20265831337.2,1251.3299560547
2017-03-17,3982194.805194805,469886043904.1288,17285.285548051947,292196,0,706810,728387,300093.6156,154,1100.2299804688,638568000.0,19265847025.0,1180.1600341797
2017-03-18,3768185.27388535,475705205061.63007,15849.68743503185,263530,0,703257,676234,247814.7709,157,973.8179931641,706598976.0,17847435956.5,1099.6899414063
2017-03-19,3556224.16969697,475705205061.6301,14430.375456363634,269336,0,695864,690161,221574.4484,165,1036.7399902344,621302016.0,15798760668.4,976.7299804688
2017-03-20,3909549.411764706,475705205061.62994,14533.991700735294,277033,0,603217,696776,245563.8354,136,1054.2299804688,406648000.0,16821676707.0,1037.2399902344
2017-03-21,3928015.38028169,475705205061.63007,14891.542123943666,288055,0,642281,725839,259812.8171,142,1120.5400390625,286529984.0,17107266418.3,1055.3599853516
2017-03-22,3928388.905660377,475705205061.6301,15440.233166666669,316593,0,728875,777034,289635.715,159,1049.1400146484,337391008.0,18185299687.0,1120.6500244141
2017-03-23,3860355.648648649,475705205061.62994,14992.687941216216,287871,0,647024,731300,251035.8664,148,1038.5899658203,380840992.0,17028630158.2,1050.0500488281
2017-03-24,3479750.136363636,475705205061.62994,14421.027923863636,289521,0,709510,734776,241697.0325,176,937.5200195313,248540000.0,16859314109.3,1038.4499511719
2017-03-25,3759699.729323309,475705205061.62994,13843.792293233082,242975,0,561108,641049,181683.6719,133,972.7789916992,491038016.0,15220718764.2,936.5399780273
2017-03-26,2706972.3373493976,475705205061.63007,12565.296587951809,221915,0,516095,616664,144676.7343,166,966.7249755859,435803008.0,15794781101.6,974.0150146484
2017-03-27,3603801.0303030303,475705205061.6299,13623.332900757574,232291,0,545875,615703,189925.93210000003,132,1045.7700195313,303668000.0,15698465530.7,972.0549926758
2017-03-28,3942734.890322581,475705205061.63007,14031.965803870968,294001,0,707131,742513,233676.548,155,1047.1500244141,372535008.0,16983801540.8,1044.5799560547
2017-03-29,3892681.565217391,475705205061.63,14628.887125362318,283931,0,612121,720951,221819.4734,138,1039.9699707031,326332000.0,17008241725.8,1046.0799560547
2017-03-30,3850200.3902439023,482855238677.4652,14209.914497560978,288788,0,747153,714338,210356.8623,164,1026.4300537109,298457984.0,16893415155.9,1042.2099609375
2017-03-31,3842111.3185185194,499635929816.6701,14509.320928148149,259403,0,592653,644650,223434.6296,135,1071.7900390625,352968992.0,16675587066.0,1026.6400146484
2017-04-01,3868619.93939394,499635929816.6701,14572.17293257576,255871,0,593166,663363,199227.276,132,1080.5,447287008.0,17414322807.7,1071.7099609375
2017-04-02,3297094.2278481014,499635929816.6701,14595.973127215188,244203,0,607541,674185,193348.1963,158,1102.1700439453,289633984.0,17557597716.0,1080.6099853516
2017-04-03,3513149.363636364,499635929816.67,14809.468749431817,288141,0,705632,755799,237968.5735,176,1143.8100585938,514187008.0,17911915755.0,1102.9499511719
2017-04-04,3911445.696,499635929816.6701,15943.071300800004,256015,0,562438,648328,226446.37569999995,125,1133.25,580444032.0,18591158322.7,1145.5200195313
2017-04-05,3867433.777777778,499635929816.6701,16002.177680864195,316555,0,712101,803171,270892.7368,162,1124.7800292969,436310016.0,18421262062.5,1134.1400146484
2017-04-06,3910979.537414966,499635929816.6701,15873.502931292518,290465,0,666409,741337,251241.7628,147,1182.6800537109,414784000.0,18285857774.5,1125.8100585938
2017-04-07,3910344.4197530863,499635929816.6701,16211.752637037038,295463,0,728004,742041,262784.593,162,1176.9000244141,511222016.0,19229356147.2,1178.9399414063
2017-04-08,3897717.98540146,499635929816.6701,16388.620855474455,226959,0,582615,618774,204506.0969,137,1175.9499511719,317022016.0,19137747435.0,1172.6500244141
2017-04-09,3701847.572327044,499635929816.6701,16114.775810691825,238286,0,678893,664405,199767.63920000003,159,1187.8699951172,209312000.0,19124327856.2,1176.5699462891
2017-04-10,3670263.863945578,499635929816.6701,16510.118102721084,273384,0,611681,734707,235290.8362,147,1187.1300048828,242343008.0,19320511927.2,1187.3000488281
2017-04-11,3851327.568862275,499635929816.6701,16749.75628203593,307893,0,732886,805787,273630.5019,167,1205.0100097656,215883008.0,19310642460.1,1187.4599609375
2017-04-12,3930269.183098592,499635929816.6701,17007.389028169015,278093,0,631187,755361,257838.58420000004,142,1200.3699951172,216182000.0,19604036562.8,1204.8100585938
2017-04-13,3891921.196850394,517807877352.0733,17351.120834645673,228679,0,580204,628727,264635.71069999994,127,1169.2800292969,288702016.0,19530680103.5,1201.0200195313
2017-04-14,3980437.4676258992,520808749422.1401,16948.50505107914,290208,0,623926,823416,281180.2369,139,1167.5400390625,351968992.0,19026699552.0,1170.3299560547
2017-04-15,3966804.453333333,520808749422.1401,16448.796803333335,270705,0,685563,785350,239481.9274,150,1172.5200195313,254827008.0,19000400017.5,1167.3000488281
2017-04-16,3709677.01369863,520808749422.1401,16175.359080136986,211829,0,618390,654009,189104.1066,146,1182.9399414063,203559008.0,19083656460.2,1172.6099853516
2017-04-17,3723145.942028986,520808749422.1401,16418.540842753624,245184,0,572203,695241,214871.5518,138,1193.9100341797,183231008.0,19255408765.8,1183.25
2017-04-18,3822159.1506849313,520808749422.1401,16739.87811027397,303091,0,648439,731266,263147.2149,146,1211.6700439453,253206000.0,19436033389.9,1193.7700195313
2017-04-19,3936852.6993006994,520808749422.1401,17046.531074825172,310104,0,648581,748748,255759.9207,143,1210.2900390625,270524000.0,19727334977.0,1212.1300048828
2017-04-20,3895960.4057971016,520808749422.1401,17165.359410144927,267915,0,654731,634696,276946.5066,138,1229.0799560547,288060992.0,19707045564.5,1211.0799560547
2017-04-21,3903757.293413174,520808749422.1401,17125.280781437123,330354,0,755563,827634,299728.5179,167,1222.0500488281,315108000.0,20015137622.0,1229.4200439453
2017-04-22,3892130.04137931,520808749422.1401,17111.766412413795,268712,0,643699,689969,224534.776,145,1231.7099609375,272167008.0,19903192286.2,1222.7099609375
2017-04-23,3790524.261437908,520808749422.14014,16889.825449673204,245039,0,631783,633981,210577.8783,153,1207.2099609375,249320000.0,20062753908.3,1231.9200439453
2017-04-24,3852359.6129032257,520808749422.14,17417.736411290327,222671,0,561716,572214,233583.3613,124,1250.1500244141,258951008.0,19665994144.5,1209.6300048828
2017-04-25,3864041.2972972975,520808749422.1401,17914.84899391892,325387,0,656579,764067,339452.727,148,1265.4899902344,235806000.0,20367443800.0,1250.4499511719
2017-04-26,3887419.529411765,520808749422.14014,17961.96174836601,334471,0,692069,793869,322021.0007,153,1281.0799560547,242556000.0,20619704236.5,1265.9899902344
2017-04-27,3870471.9183673463,521839702599.6482,18349.95770748299,297884,0,658877,733959,330357.9868,147,1317.7299804688,329631008.0,20876159410.0,1281.8800048828
2017-04-28,3986698.147058824,521974519553.62994,18753.238183088237,305271,0,613319,749803,326619.3878,136,1316.4799804688,449196992.0,21475836448.0,1317.7399902344
2017-04-29,3886281.248554913,521974519553.63007,18352.142440462427,341319,0,789396,856295,336509.53040000005,173,1321.7900390625,527488992.0,21457669552.0,1317.8399658203
2017-04-30,3887574.0662251655,521974519553.6302,18416.56093443709,281489,0,694646,705139,265599.3506,151,1347.8900146484,422705984.0,21547126640.2,1321.8699951172
2017-05-01,3909683.573333333,521974519553.6301,18659.233532,294786,0,666519,723369,303147.4186,150,1421.5999755859,413115008.0,21975104908.9,1348.3000488281
2017-05-02,3920952.506329114,521974519553.6301,19608.44437278481,333161,0,714778,808439,375853.4651,158,1452.8199462891,713624000.0,23179524919.2,1421.0300292969
2017-05-03,3981163.484848485,521974519553.62994,20705.62541590909,295149,0,605889,711094,356301.0425,132,1490.0899658203,477337984.0,23691443737.8,1453.7800292969
2017-05-04,3884186.976190476,521974519553.63,21055.78371190476,354737,0,740509,891845,451295.5477,168,1537.6700439453,583795968.0,24301634925.3,1490.7199707031
2017-05-05,3844983.472868217,521974519553.62994,22405.994472868217,267193,0,560184,683280,403075.8881,129,1555.4499511719,933548992.0,25080858486.5,1540.8699951172
2017-05-06,3859732.6904761903,521974519553.63,22337.63587261905,363022,0,759196,880442,464395.8468,168,1578.8000488281,946035968.0,25373374562.9,1556.8100585938
2017-05-07,3859345.7724550897,521974519553.63007,21930.85706946108,316011,0,770899,767740,429103.4529,167,1596.7099609375,582529984.0,25757608890.0,1579.4699707031
2017-05-08,3872576.6222222224,521974519553.63,22155.160812222224,365096,0,810908,902129,491721.4649,180,1723.3499755859,1080029952.0,26053077974.8,1596.9200439453
2017-05-09,3951146.0903225807,521974519553.63007,23286.63473870968,332879,0,710320,803436,488077.0951,155,1755.3599853516,1340320000.0,28123369330.2,1723.8900146484
2017-05-10,3840663.1621621614,555092980097.5496,24885.05101891892,311391,0,635746,793277,518710.4654,148,1787.1300048828,1167920000.0,28649119972.3,1756.5200195313
2017-05-11,3844970.785185185,559970892890.8402,25422.98232074074,294743,0,588876,736488,487803.20110000006,135,1848.5699462891,915723008.0,29170965564.0,1780.3699951172
2017-05-12,3818322.077922078,559970892890.84,26640.536095454547,317698,0,665471,796163,587996.7328000001,154,1724.2399902344,799489984.0,30176934750.8,1845.7600097656
2017-05-13,3820360.101265823,559970892890.8401,25621.304872151904,329266,0,708556,805175,535668.2116,158,1804.9100341797,740984000.0,28150631936.0,1723.1199951172
2017-05-14,3900342.6341463416,559970892890.8401,24638.338029268296,369098,0,760294,885549,512042.8602,164,1808.9100341797,579635008.0,29471223857.4,1800.8599853516
2017-05-15,3882847.9294117647,559970892890.84,25841.94516529412,329229,0,761489,853932,586341.8089999999,170,1738.4300537109,437196000.0,29540290793.7,1808.4399414063
2017-05-16,3895843.484848485,559970892890.8401,26451.33013257576,233977,0,619463,576834,601501.5004,132,1734.4499511719,731529024.0,28392885375.4,1741.6999511719
2017-05-17,3927527.7677419353,559970892890.84,27176.10013870968,317527,0,708428,779943,844629.8641000001,155,1839.0899658203,959044992.0,28330874003.4,1726.7299804688
2017-05-18,3898437.971830986,559970892890.8401,27678.20377535212,288904,0,649788,723512,711005.2947,142,1888.6500244141,1064729984.0,30043626195.3,1818.6999511719
2017-05-19,3885043.2682926822,559970892890.8401,28023.61452012195,319502,0,740091,814359,816390.2320000001,164,1987.7099609375,894321024.0,30856574835.0,1897.3699951172
2017-05-20,3868851.709090909,559970892890.8401,28602.77826787879,352805,0,774950,809561,746856.5722,165,2084.7299804688,1157289984.0,32479082014.5,1984.2399902344
2017-05-21,3961454.802721088,559970892890.8401,29572.7682659864,326057,0,707189,766108,700200.4208,147,2041.1999511719,961336000.0,34068630558.5,2067.0300292969
2017-05-22,3867201.589041096,559970892890.84,31077.24166849315,327868,0,656563,773176,826760.2167,146,2173.3999023438,1147859968.0,33361091114.4,2043.1899414063
2017-05-23,3914740.6666666665,584152236545.5277,32514.66675059524,367710,0,768461,888023,996162.8861,168,2320.419921875,1942220032.0,35525744380.0,2191.5600585938
2017-05-24,3882192.675324675,595921917085.42,34239.00045389611,338642,0,684001,837484,1039943.0222,154,2443.6398925781,1378749952.0,37933704065.5,2321.3701171875
2017-05-25,3907503.0674846624,595921917085.42,36867.598374846624,350114,0,734559,853622,1181990.0661000002,163,2304.9799804688,1725379968.0,39952841999.0,2446.2399902344
2017-05-26,3835101.0718954247,595921917085.42,39831.06060980392,333340,0,676359,815923,1201785.8304,153,2202.419921875,2406700032.0,37690456715.0,2320.8898925781
2017-05-27,3965843.6666666665,595921917085.42,37488.02343928571,331914,0,787323,855140,1266933.9604,168,2038.8699951172,1763480064.0,36017660893.5,2196.2700195313
2017-05-28,3911928.5575757576,595921917085.42,31486.84408,308143,0,775364,783604,881548.5989999999,165,2155.8000488281,1700480000.0,33347170525.4,2054.080078125
2017-05-29,3911602.966887417,595921917085.4202,34351.43157615895,321638,0,679963,803619,1077525.6848,151,2255.6101074219,1147139968.0,35264171109.6,2159.4299316406
2017-05-30,3922412.469273743,595921917085.42,35271.658765921784,347961,0,782672,854729,1314582.1079000002,179,2175.4699707031,994625024.0,36901102917.0,2255.3601074219
2017-05-31,3906785.8048780486,595921917085.42,36450.35971951219,321634,0,729040,826804,1301276.0058999998,164,2286.4099121094,1443970048.0,35594903085.4,2187.1899414063
2017-06-01,3910986.564705882,595921917085.42,35714.65101117647,319709,0,782213,813524,1282484.6478,170,2407.8798828125,1544829952.0,37414813240.0,2288.330078125
2017-06-02,3927954.465753424,595921917085.42,37555.91713835617,271539,0,660180,711730,1123202.3733,146,2488.5500488281,1653180032.0,39407633762.6,2404.0300292969
2017-06-03,3924209.8541666665,595921917085.42,37240.65043229167,305320,0,916677,828892,1324493.166,192,2515.3500976563,1317030016.0,40732491835.1,2493.7199707031
2017-06-04,3929434.683229814,628336862171.4258,38415.11162298137,266044,0,738785,727317,1113735.384,161,2511.8100585938,1514950016.0,41177190056.7,2547.7900390625
2017-06-05,3857720.487804878,678760110082.9902,38919.46262378049,289930,0,753641,735726,1201622.0606,164,2686.8100585938,1355120000.0,41124262595.2,2512.3999023438
2017-06-06,3960177.589403973,678760110082.9902,41216.80482185431,297416,0,707274,771002,1326656.5589000003,151,2863.1999511719,1369309952.0,43994968834.2,2690.8400878906
2017-06-07,3968491.4424242415,678760110082.9901,46802.04107272728,339720,0,781176,825196,1889504.1845,165,2732.1599121094,2089609984.0,46888622160.0,2869.3798828125
2017-06-08,3879256.824242424,678760110082.9901,43606.03314484849,307377,0,773053,773019,1383468.6606,165,2805.6201171875,1517709952.0,44748237217.9,2720.4899902344
2017-06-09,3894160.3708609273,678760110082.9902,42800.572178145696,282184,0,696958,724675,1256576.1482000002,151,2823.8100585938,1281170048.0,45957247988.5,2807.4399414063
2017-06-10,3865820.9645390073,678760110082.9902,43096.33607659575,254993,0,662221,646678,1103072.5888,141,2947.7099609375,1348950016.0,46260465853.5,2828.1398925781
2017-06-11,3781899.342465753,678760110082.9901,42608.03600890411,222892,0,656315,581509,1015690.6004,146,2958.1101074219,2018889984.0,48295501718.2,2942.4099121094
2017-06-12,3870378.6938775512,678760110082.9902,44259.624792517,269098,0,666807,678437,1186565.5538,147,2659.6298828125,1752400000.0,48471330146.3,2953.2199707031
2017-06-13,3908591.744680851,678760110082.9902,44513.79468368794,291776,0,632140,764631,1342220.451,141,2717.0200195313,2569530112.0,43585351532.5,2680.9099121094
2017-06-14,3877425.171428572,678760110082.9902,42787.900530000006,287644,0,634587,715419,1235538.5557,140,2506.3701171875,1781200000.0,44530631894.2,2716.8798828125
2017-06-15,3977535.267973856,678760110082.9902,40961.093419607845,293141,0,726756,733315,1162183.2512,153,2464.580078125,1696560000.0,41082567338.9,2499.580078125
2017-06-16,3932352.189189189,678760110082.9902,35760.34514864865,269937,0,695509,677640,892694.4904,148,2518.5600585938,2026259968.0,40402259202.0,2469.5700683594
2017-06-17,3942821.268965517,679668719409.632,36073.46099103448,236554,0,662309,598939,766899.3263000001,145,2655.8798828125,1195190016.0,41291821422.7,2514.0100097656
2017-06-18,3746549.4344827584,711697198173.7599,36903.734403448274,209359,0,669207,542511,711585.3092,145,2548.2900390625,1534509952.0,43548031451.6,2655.3500976563
2017-06-19,3945265.086092715,711697198173.7598,38685.387882781455,269774,0,728318,675988,994261.3191999996,151,2589.6000976563,1178659968.0,41788418973.5,2549.0300292969
2017-06-20,3862700.8985507246,711697198173.7599,39068.65136956522,269438,0,627497,723104,990188.1813,138,2721.7900390625,1446840064.0,42470734800.0,2591.2600097656
2017-06-21,3932231.914285714,711697198173.7598,41861.981915714285,280203,0,639475,744937,1225540.1304,140,2689.1000976563,1854189952.0,44643512689.0,2709.4299316406
2017-06-22,3970311.395683453,711697198173.7599,42444.674938848926,269685,0,662433,691581,1207465.3834,139,2705.4099121094,1626579968.0,44111929172.5,2691.0300292969
2017-06-23,3795521.175,711697198173.7599,39098.19811875,259938,0,715572,651225,906571.5434,160,2744.9099121094,1097939968.0,44384244937.2,2707.3400878906
2017-06-24,3799355.01369863,711697198173.7599,39530.860952739735,227127,0,651683,596479,831559.0636,146,2608.7199707031,961318976.0,45037797052.5,2738.5200195313
2017-06-25,3710898.131147541,711697198173.76,38881.92030573771,180719,0,542984,483570,687963.6379000001,122,2589.4099121094,982750016.0,42807952580.6,2607.25
2017-06-26,3948897.38028169,711697198173.7598,38840.1656556338,261906,0,665353,653594,962091.3518,142,2478.4499511719,1161100032.0,42495001715.8,2590.5700683594
2017-06-27,3959795.175572519,711697198173.7598,37561.94304351145,259737,0,595868,713663,902697.2631,131,2552.4499511719,1663280000.0,40677994353.8,2478.4499511719
2017-06-28,3890348.9426751593,711697198173.7598,35850.33374713376,279811,0,714407,695541,924821.5979,157,2574.7900390625,1489789952.0,41897190525.0,2553.0300292969
2017-06-29,3867347.8333333335,711697198173.7599,38819.02508166667,231054,0,543153,574777,863658.0109,120,2539.3200683594,1183869952.0,42268942193.0,2567.5600585938
2017-06-30,3825257.532467533,711697198173.7599,37879.75773571429,267360,0,692596,697296,912970.7192,154,2480.8400878906,949979008.0,41690395782.8,2539.2399902344
2017-07-01,3530930.43902439,711697198173.7598,35412.24235182927,221856,0,685523,566916,643104.2252,164,2434.5500488281,860273024.0,40735082695.0,2492.6000976563
2017-07-02,3118333.1914893617,708707940676.2358,33313.804672340426,196539,0,661684,520931,486366.5328,188,2506.4699707031,779913984.0,39980058372.5,2436.3999023438
2017-07-03,3263078.1411764706,708659466230.33,34626.23772941176,253244,0,655733,633906,692259.0175999999,170,2564.0600585938,803747008.0,41167015221.0,2498.5600585938
2017-07-04,3588119.0849673203,708659466230.33,36366.651666666665,255483,0,643359,693649,741231.6616,153,2601.6398925781,964112000.0,42118211082.5,2561.0
2017-07-05,3638159.677852349,708659466230.33,36390.03982348993,237008,0,615622,611351,586321.1216,149,2601.9899902344,985516032.0,42740618672.7,2602.8701171875
2017-07-06,3825218.647887324,708659466230.3298,36578.974626760566,225106,0,617725,579488,622116.0406,142,2608.5600585938,941566016.0,42751085998.5,2608.1000976563
2017-07-07,3748240.8378378376,708659466230.33,36705.13244189189,243614,0,640550,699670,625319.7797,148,2518.6599121094,761956992.0,42863758794.7,2608.5900878906
2017-07-08,3435581.187878788,708659466230.33,34827.86473757576,220835,0,633060,575288,490357.69829999993,165,2571.3400878906,917411968.0,41391217674.5,2520.2700195313
2017-07-09,2998467.188405797,708659466230.33,34339.066709420295,188124,0,492983,498738,395845.1364,138,2518.4399414063,733329984.0,42262222822.5,2572.6101074219
2017-07-10,2986631.6345177665,708659466230.33,34451.99478781726,251722,0,687719,736740,522935.3516,197,2372.5600585938,527856000.0,41397076604.3,2525.25
2017-07-11,3560430.4971098267,708659466230.33,33647.5473283237,265759,0,698887,715543,509817.4722000001,173,2337.7900390625,1111200000.0,39005033498.7,2385.8898925781
2017-07-12,3526256.6327683614,708659466230.33,32234.001113559323,257138,0,724065,655195,521021.86410000006,177,2398.8400878906,1329760000.0,38438497236.2,2332.7700195313
2017-07-13,3421341.8853503186,708659466230.33,32459.54095286624,245895,0,617564,629562,494281.8754,157,2357.8999023438,1117410048.0,39447604438.0,2402.6999511719
2017-07-14,3600835.9136690646,761764941640.4781,33286.86991079137,227903,0,567502,610632,510285.639,139,2233.3400878906,835769984.0,38778935907.3,2360.5900878906
2017-07-15,3899949.4803149607,804525194568.1299,35290.70177322834,221851,0,595624,581907,862609.8061,127,1998.8599853516,882502976.0,36734255487.5,2230.1201171875
2017-07-16,3361078.8711656444,804525194568.13,28094.696077914115,203165,0,625916,526035,346773.9558,163,1929.8199462891,993608000.0,32880721299.8,1991.9799804688
2017-07-17,3781151.0,804525194568.1301,26775.44941486487,230315,0,650387,607268,383182.9557,148,2228.4099121094,1182870016.0,31748939342.8,1932.6199951172
2017-07-18,3837711.4909090903,804525194568.1301,28481.14271818181,260575,0,735513,707975,461342.8101999999,165,2318.8798828125,1201760000.0,36665393516.9,2233.5200195313
2017-07-19,3757200.295302013,804525194568.13,31539.481871812077,253768,0,669895,662867,458991.8417,149,2273.4299316406,1512450048.0,38158677672.0,2323.080078125
2017-07-20,3717824.518518519,804525194568.13,32210.209829012347,230199,0,665051,598828,530705.5196,162,2817.6000976563,1245100032.0,37415031060.8,2269.8898925781
2017-07-21,3906067.064935065,804525194568.1301,35097.19323246753,268443,0,705534,719233,620688.0828,154,2667.7600097656,2249260032.0,46376428080.0,2838.4099121094
2017-07-22,3703016.725,804525194568.13,36841.412671875,223358,0,683165,581700,464385.7809,160,2810.1201171875,1489449984.0,43915296559.1,2668.6298828125
2017-07-23,2733406.906976744,804525194568.1299,36691.38004011628,181031,0,534024,473027,347741.7219,172,2730.3999023438,1177129984.0,46264340367.0,2808.1000976563
2017-07-24,3577696.449438202,804525194568.1299,37226.34306910112,240072,0,714415,628061,462527.3762,178,2754.8601074219,1072840000.0,44957775264.8,2732.6999511719
2017-07-25,3737017.2972972975,804525194568.1301,37578.88434189189,244036,0,635496,665748,464258.7065999999,148,2576.4799804688,866473984.0,45366654309.3,2757.5
2017-07-26,3869355.292517007,804525194568.1301,35831.60913537415,237853,0,666569,614884,440115.6477,147,2529.4499511719,1460089984.0,42433788244.0,2577.7700195313
2017-07-27,3694426.5454545454,836351931635.61,34052.13264675325,225369,0,680143,594685,416936.7671,154,2671.7800292969,937404032.0,41663929264.6,2538.7099609375
2017-07-28,3667453.6266666665,860221984436.2198,35439.29525733333,247207,0,653172,651348,485444.3095,150,2809.0100097656,789104000.0,44013533096.9,2679.7299804688
2017-07-29,3488812.611464968,860221984436.2198,37051.14373248407,211134,0,689659,549839,429535.3807,157,2726.4499511719,1380099968.0,46279316161.1,2807.0200195313
2017-07-30,3241349.4421768705,860221984436.2198,36689.89214217688,184145,0,599963,471696,377057.5411,147,2757.1799316406,803745984.0,44924534585.0,2724.3898925781
2017-07-31,3706888.0551724136,860221984436.2198,37456.670960689655,231012,0,665650,583220,527244.9781,145,2875.3400878906,705942976.0,45435913867.5,2763.2399902344
2017-08-01,2901166.523489933,860221984436.2198,36262.35281879195,131875,0,513292,352424,211688.2993,149,2718.2600097656,860574976.0,47388334773.0,2871.3000488281
2017-08-02,3512333.8684210526,860221984436.2197,37353.72512434211,209321,0,677721,551807,364948.2495,152,2710.669921875,1324669952.0,44804603884.5,2727.1298828125
2017-08-03,3475418.84057971,860221984436.2198,36495.72313913044,213017,0,590456,565929,338027.38200000004,138,2804.7299804688,1094950016.0,44684649515.8,2709.5600585938
2017-08-04,3696590.592178771,860221984436.2198,36236.6098972067,235792,0,752589,619206,313068.2763,179,2895.8898925781,804796992.0,46239970790.2,2806.9299316406
2017-08-05,3524926.372881356,860221984436.2198,37227.84547288135,239771,0,721160,607425,321714.2734,177,3252.9099121094,1002120000.0,47749461443.0,2897.6298828125
2017-08-06,3145736.0285714287,860221984436.2198,41231.32951857143,199627,0,528589,524522,276091.1428,140,3213.9399414063,1945699968.0,53643452553.9,3257.6101074219
2017-08-07,3774791.294117647,860221984436.2197,42870.30606535947,249002,0,674086,648365,392797.8476,153,3378.9399414063,1105030016.0,53006426108.3,3212.7800292969
2017-08-08,3916990.829268293,860221984436.2198,44493.628311585366,275574,0,753260,737122,525415.6667,164,3419.9399414063,1482279936.0,55734179250.5,3370.2199707031
2017-08-09,3816663.681159421,888074709978.0612,46716.17408550725,260955,0,612066,693171,540794.1876999999,138,3342.4699707031,1752760064.0,56417337744.8,3420.3999023438
2017-08-10,3925126.567164179,923233068448.91,46811.581712686566,257965,0,624252,702094,648654.8315,134,3381.2800292969,1468960000.0,55145196472.4,3341.8400878906
2017-08-11,3868683.611111111,923233068448.91,48128.98625,284001,0,657321,753294,800169.9759,144,3650.6201171875,1515110016.0,55791120000.0,3373.8200683594
2017-08-12,3919660.118518519,923233068448.9098,49564.7755511111,260521,0,628880,663850,742891.6714000001,135,3884.7099609375,2021190016.0,60241844923.4,3650.6298828125
2017-08-13,3933280.621621622,923233068448.91,52180.7694,263310,0,696498,705024,718283.9543999999,148,4073.2600097656,2219589888.0,64111163866.0,3880.0400390625
2017-08-14,3821051.046153846,923233068448.91,58217.3322146154,255362,0,584129,672805,1006259.6077,130,4325.1298828125,3159089920.0,67230528988.6,4066.1000976563
2017-08-15,3900279.6052631577,923233068448.91,61977.84580394737,311002,0,677026,849446,1467023.803,152,4181.9301757813,2463089920.0,71394704653.5,4326.990234375
2017-08-16,3866910.830769231,923233068448.91,63517.73549230769,274866,0,570219,708788,1454795.3452,130,4376.6298828125,3258050048.0,69038855080.5,4200.33984375
2017-08-17,3914726.413407821,923233068448.91,60797.1384424581,347319,0,852340,859388,1527431.5386,179,4331.6899414063,2272039936.0,72260183303.1,4384.4399414063
2017-08-18,3839949.4496644298,923233068448.91,64359.08366040269,312250,0,668190,787166,1472821.2229,149,4160.6201171875,2553359872.0,71527949443.3,4324.33984375
2017-08-19,3865820.635761589,923233068448.91,60420.02863509933,266832,0,684273,736730,1126596.4937,151,4193.7001953125,2941710080.0,68710871036.5,4137.75
2017-08-20,3845796.0,923233068448.91,57733.1904123077,210852,0,588042,560876,855229.5805,130,4087.6599121094,2975820032.0,69265141207.5,4189.3100585938
2017-08-21,3905948.0,923233068448.91,61975.714502608695,236772,0,516303,629428,1223682.4606,115,4001.7399902344,2109769984.0,67520478837.5,4090.4799804688
2017-08-22,3992700.9438202246,923233068448.91,65636.41107977527,196283,0,396452,545685,1349421.2731,89,4100.5200195313,2800890112.0,66106992037.9,3998.3500976563
2017-08-23,3946042.6666666665,923233068448.9098,62637.490589308174,315734,0,750125,844461,2133917.467,159,4151.5200195313,3764239872.0,67743202431.2,4089.0100097656
2017-08-24,3753755.841584159,891643263405.0018,67887.15365841583,203805,170,447273,516578,1605486.5340000005,101,4334.6801757813,2369819904.0,68593954170.2,4137.6000976563
2017-08-25,3713009.148514852,888171856257.3198,70293.61556336634,208169,269,420518,563269,1790628.1317,101,4371.6000976563,2037750016.0,71625870868.2,4332.8198242188
2017-08-26,3991586.380952381,888171856257.3201,72349.95892952381,226485,392,483493,621850,1859230.764,105,4352.3999023438,1727970048.0,72241507489.2,4372.0600585938
2017-08-27,3959073.35483871,888171856257.32,64109.7378,261891,955,756386,682255,1552827.2467,155,4382.8798828125,1511609984.0,71929882018.8,4345.1000976563
2017-08-28,3921471.511627907,888171856257.3201,67139.25423875969,223771,1165,583719,615972,1645363.662,129,4382.66015625,1537459968.0,72441993792.0,4384.4501953125
